transaction_id,customer_id,merchant_id,timestamp,hour,day,weekday,is_weekend,is_night,customer_segment,avg_spend_profile,home_lat,home_lon,past_fraud_history,credit_score,account_age_days,merchant_category,merchant_risk_score,merchant_lat,merchant_lon,transaction_amount,txn_lat,txn_lon,distance_from_home_km,is_foreign,high_risk_country,device_type,channel,is_new_device,vpn_detected,tor_detected,device_id,transaction_velocity_1h,transaction_velocity_24h,transaction_velocity_7d,seconds_since_last_txn,avg_amount_30d,amount_deviation_ratio,merchant_ring_id,shared_device_count,customer_merchant_txn_count,label,fraud_type,financial_loss
TXN00090011,3673,1870,31:14.3,15,54,6,1,0,regular,270.4739231,23.27300236,26.33277346,0,527,3718,luxury,0.334088016,23.59400505,32.94670637,325.09,24.19064774,26.77833644,111.53,0,0,mobile_android,pos,0,0,0,e007b782a38b,2,2,16,386104.2732,264.0637498,1.2265,-1,1,4,0,legit,0.0
TXN00159782,6573,1544,32:07.4,2,96,6,1,1,regular,258.2711767,25.45938573,26.61542772,0,550,2020,grocery,0.137917882,22.55164595,36.70498786,275.99,23.47096439,28.34423944,280.6,0,0,mobile_ios,pos,0,0,0,4d10253dfc10,1,4,19,77470.41846,234.5339101,1.1718,-1,1,2,0,legit,0.0
TXN00146314,6237,1248,39:48.2,3,88,5,1,1,regular,215.0209672,31.94376817,30.99342093,0,643,3472,electronics,0.247770619,26.03121724,33.40175365,199.01,34.19002871,30.06376665,264.26,0,0,desktop_chrome,atm,0,0,0,2f4839c20a32,1,5,20,203293.3683,175.9856516,1.1244,-1,0,2,0,legit,0.0
TXN00086428,8219,630,50:59.3,13,52,4,0,0,dormant,184.2719973,30.82577609,31.16763247,0,534,1303,food,0.096086804,31.96309002,29.81203218,106.49,32.89276415,33.27334321,304.84,1,0,tablet_android,pos,0,0,0,581e7da7c18b,2,4,20,20673.43609,214.9569499,0.4931,-1,1,1,0,legit,0.0
TXN00014274,8004,867,20:43.9,12,9,3,0,0,regular,268.7352016,29.05537177,28.84770416,0,687,2712,crypto,0.504482305,29.03868751,35.75141648,168.28,28.42260828,29.18380925,77.44,0,1,mobile_android,online,1,0,0,c9416678c97b,3,5,15,479249.309,296.5411422,0.5656,-1,0,4,0,legit,0.0
TXN00191764,8056,1966,34:53.1,1,115,4,0,1,new,353.4920283,26.90802694,26.69001926,0,621,529,food,0.158745529,27.60458246,32.18643155,727.54,24.39187154,23.7867513,400.73,1,0,desktop_firefox,online,1,0,0,f873a021109a,2,1,18,1355971.883,290.3149534,2.4974,-1,1,5,0,legit,0.0
TXN00120100,2760,576,13:26.0,12,72,3,0,0,regular,426.2858249,30.46067688,28.81171575,0,584,1615,electronics,0.253218349,23.26264525,28.59278557,428.14,26.40219397,26.89344382,486.45,1,0,mobile_android,pos,0,0,0,561c701f4a35,1,4,19,562300.6882,426.066812,1.0025,-1,0,2,0,legit,0.0
TXN00006702,12873,1439,57:11.5,23,4,5,1,0,regular,293.5582384,27.54496206,30.62315751,0,653,2648,retail,0.053821197,26.6978315,25.23875818,187.92,29.61322805,27.03346063,421.33,1,0,desktop_chrome,pos,0,0,0,52c2242b9e43,0,2,17,1134450.194,340.1035979,0.5509,-1,0,4,0,legit,0.0
TXN00071041,11260,1574,23:44.0,9,43,2,0,0,regular,174.4356991,29.86976672,25.22714105,0,685,3490,food,0.092512528,21.85806938,30.3603316,263.28,31.2849429,30.52620767,533.7,1,0,mobile_android,online,0,0,0,60a111552e8d,2,4,18,121747.6797,204.703726,1.2799,-1,0,5,0,legit,0.0
TXN00031343,2271,1001,56:35.0,17,19,6,1,0,new,606.6942691,24.40385436,36.25010582,0,692,298,food,0.134314122,21.64005658,25.13170894,792.84,24.28533776,33.05426301,323.31,1,0,mobile_ios,pos,0,0,0,f5a2740771ae,1,4,22,23598.02177,709.7567888,1.1155,-1,0,1,0,legit,0.0
TXN00075330,2187,988,48:35.4,22,45,4,0,0,premium,616.5681385,28.8269196,33.43689451,0,720,497,travel,0.270731444,25.68748929,31.90368129,508.25,29.40080432,36.31861692,287.38,0,0,mobile_ios,pos,0,0,0,025abf6192af,1,4,16,668000.6347,652.122331,0.7782,-1,0,2,0,legit,0.0
TXN00169883,8601,1138,00:31.5,3,102,5,1,1,regular,692.7726989,24.2488701,29.97272859,0,608,2079,electronics,0.276281595,33.09398806,28.49788198,1115.72,23.76035898,31.25219914,140.39,0,0,mobile_android,online,0,0,0,7b22462fd7d0,1,2,18,89401.88058,786.367728,1.417,-1,0,2,0,legit,0.0
TXN00181099,5400,1001,49:43.4,19,108,4,0,0,premium,682.0806211,26.13240576,26.7319275,0,670,2390,food,0.134314122,21.64005658,25.13170894,532.94,25.2920805,28.2213856,175.3,0,0,tablet_ios,atm,0,0,0,86411475426,3,7,31,871602.9208,776.1361808,0.6858,-1,0,6,0,legit,0.0
TXN00069628,1093,1818,36:06.0,12,42,1,0,0,regular,465.5365917,29.93707833,27.43916503,2,451,3778,grocery,0.122043926,27.36633196,24.41914166,489.4,29.79797791,23.627569,366.96,1,0,desktop_chrome,pos,0,0,0,fa367f1e357d,0,3,20,277904.3844,436.3469535,1.119,-1,0,3,0,legit,0.0
TXN00053495,11324,1180,34:54.1,22,32,5,1,0,regular,401.7779119,30.64677948,30.39185685,0,645,2628,travel,0.16916584,20.85500476,35.32218141,481.97,32.24047252,26.76083998,389.27,1,0,mobile_android,online,0,1,0,d61890e8e777,1,3,18,106304.4645,433.6307843,1.1089,-1,1,1,0,legit,0.0
TXN00105464,9763,1061,56:55.5,17,63,1,0,0,new,99.63948198,23.61465757,31.76175622,0,693,2824,food,0.142813597,22.78511103,35.30366588,148.52,24.28599728,28.94253189,296.25,0,0,mobile_ios,online,0,0,0,338daeead624,1,3,15,229065.3546,119.0442534,1.2372,-1,2,2,0,legit,0.0
TXN00002271,12067,1617,29:19.9,8,2,3,0,0,regular,943.2739436,25.52591294,26.66128042,1,635,2108,luxury,0.270421257,22.03335106,31.50795199,978.42,25.16312505,28.70135011,208.27,0,0,desktop_firefox,online,0,1,0,97942d389484,0,2,18,1509011.52,1105.869705,0.884,-1,0,2,0,legit,0.0
TXN00004765,1279,1046,39:03.8,19,3,4,0,0,new,533.2632825,22.63895349,32.60123733,0,637,191,luxury,0.373443102,23.18887558,35.6941832,250.97,21.95083959,28.69153819,407.76,1,0,mobile_ios,online,0,0,0,8176cb9b9a2e,0,6,16,356474.4113,624.1238852,0.4015,-1,0,5,0,legit,0.0
TXN00002874,2879,1667,33:43.1,16,2,3,0,0,regular,380.0578581,27.55867868,35.06067677,0,676,3408,luxury,0.304429757,24.49649064,30.83792166,166.92,27.81413422,34.63814841,50.33,0,0,desktop_chrome,pos,0,0,0,41632fbdd5e2,0,4,23,1904501.653,315.7539088,0.527,-1,0,6,0,legit,0.0
TXN00172656,7074,1840,03:38.4,19,103,6,1,0,regular,384.2660745,28.54120365,30.05374864,0,682,2824,electronics,0.252877237,20.36255191,30.9109446,492.94,29.0309284,32.05103565,202.2,0,0,desktop_chrome,pos,0,0,0,a1e578b8d291,1,3,16,598134.2509,320.6811644,1.5324,-1,0,1,0,legit,0.0
TXN00082024,3387,565,44:12.0,22,49,1,0,0,regular,272.4525003,22.01703828,35.9583773,0,646,1311,grocery,0.08938639,32.71979167,26.84942736,174.16,21.4762525,37.14898663,136.43,0,0,desktop_firefox,pos,0,0,0,26c58897e34d,1,2,18,1179375.954,259.3911373,0.6688,-1,0,1,0,legit,0.0
TXN00190514,8884,1919,16:09.9,8,114,3,0,0,premium,386.5896141,28.30727263,27.25411093,0,585,977,travel,0.167665341,32.93380133,32.38255113,306.31,26.06256656,25.53691591,300.41,1,0,mobile_ios,online,0,0,0,aed7270ef40e,1,2,19,2431828.484,316.6498207,0.9643,-1,0,4,0,legit,0.0
TXN00024013,7080,1454,02:14.8,9,15,2,0,0,regular,92.52108566,25.38526905,36.68605378,0,648,1578,gambling,0.478501956,29.84388075,31.20868101,89.68,26.22270522,37.21940009,107.24,0,0,desktop_chrome,pos,0,0,0,e1305d50732d,0,7,22,568360.6486,80.68019396,1.0979,-1,1,5,0,legit,0.0
TXN00029494,9350,1782,28:56.2,15,18,5,1,0,new,530.8760774,25.54854753,30.33455707,0,790,2148,food,0.096584017,25.89275539,33.38595065,418.38,25.44248307,29.98208125,37.21,0,0,mobile_android,online,0,0,0,39f15f34b94c,0,8,19,593349.2672,630.1282372,0.6629,-1,0,5,0,legit,0.0
TXN00006729,4873,1362,17:24.1,0,5,6,1,1,new,128.2385104,28.85738635,27.71313488,0,760,190,travel,0.260618996,22.25458805,37.66679612,124.9,27.46300972,29.39359338,225.04,0,0,tablet_android,in_app,0,0,0,d372424b74ec,1,4,18,1775133.959,129.2594864,0.9589,-1,2,2,0,legit,0.0
TXN00109466,6500,1835,22:19.4,3,66,4,0,1,regular,177.4751503,31.49683427,35.37417105,0,625,732,grocery,0.147081049,28.45722076,29.20009972,116.11,34.13571663,34.5335751,303.53,1,0,mobile_android,atm,0,1,0,e1d5857910d9,1,9,11,1204496.565,155.4435943,0.7422,-1,0,3,0,legit,0.0
TXN00131106,3786,1183,08:49.7,1,79,3,0,1,dormant,38.50170463,31.34023381,33.80984325,0,612,2431,retail,0.139904469,33.77034264,33.53565339,24.12,31.35072035,34.04672129,22.49,0,0,desktop_chrome,online,0,0,0,91e7bbd6ded8,3,3,15,99999.0,32.2017729,0.7265,-1,0,5,0,legit,0.0
TXN00122218,12971,797,57:58.4,16,73,4,0,0,regular,187.6497516,26.20240583,31.2227071,0,677,3727,travel,0.286578749,33.16675939,30.92163507,473.92,28.52057477,31.03650456,257.98,0,0,mobile_android,in_app,0,0,0,74b9eb19d512,0,9,13,380335.6411,163.1993242,2.8862,-1,0,1,0,legit,0.0
TXN00005969,11336,1116,16:30.6,13,4,5,1,0,regular,109.2905918,23.70629354,27.22745835,0,539,1173,retail,0.143121004,21.14860581,32.67501018,103.22,24.68168886,24.54714775,293.14,0,0,mobile_android,in_app,1,0,0,60fc44a06b35,0,6,18,730117.609,118.4924979,0.8638,-1,0,1,0,legit,0.0
TXN00065392,8687,1646,03:46.5,0,40,6,1,1,regular,460.0211593,30.77070833,27.14219556,0,749,139,travel,0.280582054,32.32617144,35.41197097,345.29,32.90033479,30.17136675,373.29,1,0,mobile_ios,online,0,0,0,3a83794ea0ba,0,6,20,246467.3244,478.4057662,0.7202,-1,0,3,0,legit,0.0
TXN00028820,2427,513,24:56.8,6,18,5,1,0,dormant,416.4365836,26.70064922,29.21008813,1,795,360,retail,0.075673818,29.51991816,27.01156237,352.98,27.61395665,28.8543702,107.34,0,0,mobile_ios,in_app,1,0,0,4d980065133d,0,3,19,38441.18345,409.6119051,0.8596,-1,0,1,0,legit,0.0
TXN00123466,1641,1060,07:31.2,11,74,5,1,0,regular,428.7914828,29.70273889,36.38515186,0,689,2752,luxury,0.250592524,22.07865871,34.36045917,592.74,30.96549049,36.22776663,140.98,0,0,mobile_android,online,0,0,0,d249c883992b,2,6,21,457316.1648,441.9793673,1.3381,-1,0,5,0,legit,0.0
TXN00039977,3792,1790,17:00.4,21,24,4,0,0,regular,109.3022031,26.63306569,32.36842018,0,775,3713,grocery,0.032408779,34.08725522,28.04285839,87.76,28.49391252,34.5164822,296.8,0,0,tablet_ios,pos,0,0,0,f6f1489b1711,2,2,16,374954.3796,91.34622439,0.9503,-1,0,4,0,legit,0.0
TXN00128421,10988,584,50:49.2,9,77,1,0,0,premium,682.6788304,31.2972998,31.70203209,1,455,3207,food,0.055337803,26.03146727,30.33875914,410.37,30.33653787,32.70567219,142.95,0,1,mobile_ios,pos,0,0,0,d7ea397d7b10,0,2,24,37263.78935,581.5930984,0.7044,-1,0,1,0,legit,0.0
TXN00120782,2455,1875,38:53.8,21,72,3,0,0,dormant,875.5907676,29.61653318,25.94882081,0,606,471,grocery,0.179619932,33.92857257,25.23471325,610.09,30.75978059,25.33910869,139.88,0,0,desktop_chrome,online,0,0,0,7c4c43627096,1,5,17,132056.4767,973.4922243,0.6261,-1,1,1,0,legit,0.0
TXN00087412,5286,917,15:46.2,3,53,5,1,1,new,101.1411791,24.85041418,34.96434111,1,612,1412,electronics,0.337962836,24.05351833,26.06010279,154.69,26.28016772,34.32175031,171.39,0,0,mobile_ios,atm,1,0,0,d75cbe9606a9,0,5,24,288392.3473,99.45494559,1.5399,-1,0,3,0,legit,0.0
TXN00060822,8057,1426,30:17.5,7,37,3,0,0,regular,172.5720588,29.86050759,28.11088405,0,593,698,food,0.120137046,22.79720953,35.4273502,120.1,28.11696263,25.65592584,305.46,1,0,mobile_android,in_app,0,0,0,9f60a5c22223,1,8,15,716117.9106,203.1796489,0.5882,-1,0,2,0,legit,0.0
TXN00119754,11406,1783,54:30.6,6,72,3,0,0,regular,301.3258756,24.39467997,28.50767083,1,663,1173,crypto,0.604537819,25.89363346,30.65511275,269.69,19.26361266,27.19679788,584.76,1,1,mobile_ios,pos,0,0,0,c4e873d386cf,1,2,19,668330.8293,282.9940689,0.9496,-1,1,4,0,legit,0.0
TXN00185944,4884,910,32:10.4,15,111,0,0,0,new,60.80060321,26.63081588,25.57215272,0,603,3575,food,0.054641744,30.62838838,27.50775338,48.01,25.34373481,27.11963176,209.73,0,0,desktop_firefox,online,0,0,0,e92156d37e6f,1,4,15,749384.4426,66.96449381,0.7064,-1,1,4,0,legit,0.0
TXN00186560,6752,1717,17:43.5,0,112,1,0,1,premium,524.527128,27.39351802,31.93234745,1,544,2871,retail,0.093391037,21.68170352,32.10591025,514.03,31.55008922,30.98498732,470.73,1,0,mobile_android,atm,0,0,0,7c49a4745d68,1,4,13,362377.9453,576.378371,0.8903,1,0,4,0,legit,0.0
TXN00032231,5454,1821,37:04.8,5,20,0,0,1,new,156.2543159,23.26418445,33.45082201,0,630,1489,grocery,0.090172315,25.46705468,25.15276505,227.41,25.59767985,32.50335879,276.45,0,0,tablet_ios,pos,0,1,0,10688aad17ae,1,2,22,648281.3401,165.2537259,1.3678,-1,0,2,0,legit,0.0
TXN00162701,4026,1312,27:54.8,20,97,0,0,0,dormant,569.221219,27.31044924,35.05753767,0,644,3999,food,0.094078813,32.75057752,37.41050661,395.53,29.38682814,35.89819434,244.94,0,0,desktop_chrome,pos,0,0,0,d18f4a469ac7,1,7,17,2010698.672,544.5338518,0.725,-1,0,2,0,legit,0.0
TXN00001904,3899,968,09:32.1,3,2,3,0,1,premium,178.957002,24.89268008,36.8779999,0,712,2710,electronics,0.300578789,34.1604796,34.94051505,148.13,23.12750042,38.80498414,275.75,0,0,mobile_ios,in_app,0,0,0,b41d7b83afa5,1,3,15,278898.9728,201.6067412,0.7311,-1,0,4,0,legit,0.0
TXN00194160,11833,903,07:55.5,12,116,5,1,0,regular,500.5226175,28.93350545,29.02865614,0,689,2388,food,0.134268279,28.83812319,32.71296991,440.8,32.02141813,28.43858229,347.52,1,0,desktop_firefox,pos,0,0,0,cc4379ff71a4,0,9,19,226689.743,460.3814503,0.9554,-1,0,5,0,legit,0.0
TXN00018031,12142,693,05:05.6,20,11,5,1,0,regular,196.9250727,22.49970789,28.16473655,0,586,2709,retail,0.132702077,30.99645356,27.36102674,472.71,22.13116951,29.24546134,118.14,0,0,mobile_ios,atm,0,0,0,f71a9d524304,2,3,19,144562.7072,175.6954379,2.6753,-1,1,2,0,legit,0.0
TXN00075420,10241,1589,57:17.8,23,45,4,0,0,regular,289.7717482,28.31498555,32.54429477,0,636,2017,food,0.125562395,34.6872656,29.83793758,289.06,27.682965,32.21192976,77.31,0,0,mobile_ios,online,0,0,0,69079b659a79,2,1,21,1960838.758,318.9501085,0.9035,-1,0,4,0,legit,0.0
TXN00055808,6586,1209,41:57.9,7,34,0,0,0,regular,419.7048628,27.05856027,27.92435243,0,585,3095,grocery,0.105050459,31.00924196,29.10001289,410.94,26.12607949,25.45081647,265.52,0,0,unknown,pos,0,0,0,764bb5ad520d,0,5,13,1028432.017,389.5190313,1.0523,-1,1,7,0,legit,0.0
TXN00160742,9496,631,47:57.1,16,96,6,1,0,dormant,253.0300997,26.29064268,32.20562737,0,755,866,retail,0.115747095,26.02841494,28.15243007,590.02,26.26309735,33.40551082,119.45,0,0,tablet_ios,online,0,0,0,f05709433ea5,1,1,24,255337.7621,287.8262259,2.0428,-1,0,1,0,legit,0.0
TXN00034931,3796,1653,18:31.0,21,21,1,0,0,premium,658.8673474,22.4676475,25.09845895,0,646,2869,luxury,0.284629699,20.50368407,26.32829052,1030.55,19.98104346,25.07872856,276.02,0,0,desktop_chrome,pos,0,0,0,4f1af3ec1ede,1,7,13,434372.4679,532.1425518,1.933,-1,0,7,0,legit,0.0
TXN00099508,11747,1346,04:43.5,6,60,5,1,0,new,120.8117803,29.06726343,31.6379084,0,665,3090,gambling,0.540885171,33.02477139,32.58727735,55.11,27.66836068,33.63079875,247.98,0,0,desktop_firefox,online,0,0,0,c44940faade1,0,4,24,738734.8492,133.2788079,0.4104,-1,0,2,0,legit,0.0
TXN00003515,9546,1325,35:32.3,1,3,4,0,1,new,360.9360391,23.85442724,34.80820546,0,712,614,electronics,0.212662057,25.2418225,25.65886412,296.81,18.39462637,39.04210345,742.98,1,0,tablet_ios,online,0,0,0,01b03c7899de,0,5,20,78289.58742,311.5427724,0.9497,-1,0,3,0,legit,0.0
TXN00115827,6964,1082,48:08.2,21,69,0,0,0,regular,142.3823612,23.35242759,34.72771593,0,659,1088,grocery,0.102860301,21.79945714,27.03538469,174.86,22.89663306,34.78945171,50.98,0,0,mobile_ios,online,0,0,0,ba516bff08be,1,5,18,642627.3553,166.0306201,1.0469,-1,0,9,0,legit,0.0
TXN00172320,5526,1458,12:06.6,14,103,6,1,0,new,381.6304907,27.48801727,29.02783386,0,756,38,food,0.17169863,22.63587522,26.25975759,1300.07,28.23246442,29.24412205,85.33,0,0,mobile_android,pos,1,1,0,541fa8862c55,1,4,19,30.58992267,362.4116809,3.5774,-1,1,1,1,account_takeover,1105.06
TXN00151778,11713,775,27:21.9,7,91,1,0,0,new,256.4309183,22.35509035,34.08609539,0,739,1812,crypto,0.556758542,34.35490979,26.07040724,312.14,19.82686734,31.67891057,373.93,1,0,desktop_chrome,in_app,0,0,0,b89858642e7f,3,4,18,1012726.866,278.7242548,1.1159,-1,0,1,0,legit,0.0
TXN00031277,3163,1912,11:31.8,17,19,6,1,0,new,411.8359256,23.51474768,26.65005811,0,679,1625,crypto,0.649126719,32.98517093,35.76518569,789.09,21.02454821,26.10993972,281.83,0,0,desktop_firefox,online,1,0,0,337b6a7c1650,1,9,20,238105.783,449.5661116,1.7513,5,1,2,0,legit,0.0
TXN00099154,2340,862,26:16.8,1,60,5,1,1,regular,110.1988295,24.88406383,34.06801546,0,755,3364,luxury,0.307584119,33.36245132,24.49028652,244.76,25.00141052,34.69602854,64.57,0,0,mobile_android,online,0,0,0,8f5bb1409258,2,7,18,99838.37812,91.08050212,2.6581,-1,0,2,0,legit,0.0
TXN00191482,2467,1781,39:24.2,21,114,3,0,0,regular,250.7731771,22.50629253,29.16731283,0,696,2979,food,0.075173011,34.97922178,26.98820486,494.43,23.1990972,28.30072947,117.52,0,0,mobile_ios,online,0,0,0,b41c1f1f3e51,2,8,18,269336.4919,279.5741197,1.7622,-1,0,1,0,legit,0.0
TXN00136961,6499,1919,59:34.8,12,82,6,1,0,regular,87.490862,31.07412021,25.79348112,0,664,305,travel,0.167665341,32.93380133,32.38255113,63.78,33.33755544,27.71060269,310.39,1,0,desktop_chrome,atm,1,0,0,a47384893665,1,7,22,425794.456,78.89297607,0.7983,-1,0,6,0,legit,0.0
TXN00116956,2827,1689,44:12.8,13,70,1,0,0,dormant,157.5153135,26.57170499,26.64786711,0,761,2704,travel,0.211220083,23.48330397,27.02789056,137.65,26.42186113,23.20863892,341.84,1,0,tablet_android,online,0,0,0,03fadf2fd1d3,1,5,20,204719.818,177.2213973,0.7724,-1,0,3,0,legit,0.0
TXN00113409,3712,1527,39:09.9,11,68,6,1,0,regular,20.27881686,24.6125801,31.40145001,0,599,817,retail,0.136231477,23.14670402,34.22086885,13.03,26.19018321,30.11250943,218.14,0,0,mobile_ios,pos,0,0,0,cdd99810d26b,2,2,13,2576471.69,22.92919635,0.5445,2,0,6,0,legit,0.0
TXN00055132,6937,990,14:17.3,22,33,6,1,0,regular,79.56350451,27.35168304,34.23950107,0,681,1577,retail,0.158470713,29.03181501,36.11986995,125.42,27.53552787,29.17715782,499.52,1,0,desktop_chrome,online,0,0,0,dee6e4db1871,2,4,18,836197.0397,75.39629422,1.6417,-1,0,7,0,legit,0.0
TXN00076148,10004,1793,44:19.2,10,46,5,1,0,regular,453.4366822,31.8594027,30.48577342,0,582,3435,grocery,0.146595538,24.05079817,27.61257861,424.98,31.84615248,29.86790567,58.27,0,0,unknown,atm,0,0,0,e971776d1d54,2,4,20,193424.4944,379.1595907,1.1179,-1,0,2,0,legit,0.0
TXN00153856,2655,1708,00:19.8,13,92,2,0,0,dormant,28.77767408,27.94072154,29.66023523,0,579,3875,electronics,0.246598585,28.92551658,32.29752397,11.09,26.81754821,28.67655416,157.63,0,1,mobile_android,online,0,0,0,5ca7b44f3e40,0,4,13,186327.6988,26.23703057,0.4072,-1,0,1,0,legit,0.0
TXN00018661,4317,1380,18:08.0,5,12,6,1,1,premium,38.57844918,24.06315395,29.41089265,0,753,2642,electronics,0.206385761,31.56806084,36.03323436,81.02,22.29124524,27.11600357,304.61,1,0,mobile_android,online,0,0,0,d36ba5a5cd4d,0,5,17,703888.1665,35.40824695,2.2253,-1,0,4,0,legit,0.0
TXN00023848,8285,805,31:59.4,6,15,2,0,0,regular,541.6741595,29.8224643,28.35605374,0,591,3702,food,0.083898953,31.57299932,30.51432701,400.41,28.79314735,24.96907963,345.6,1,0,desktop_chrome,online,0,0,0,db8e5cb93c5f,1,7,17,225178.7752,614.0644803,0.651,-1,2,3,0,legit,0.0
TXN00015378,3392,1394,50:06.7,4,10,4,0,1,regular,310.6726167,24.38613787,30.25034434,0,640,3731,retail,0.117770231,33.72753022,29.5967211,300.86,26.77269876,31.04199632,276.73,0,0,mobile_ios,pos,0,0,0,f0a825493166,6,3,24,369142.5969,257.357737,1.1645,5,0,2,0,legit,0.0
TXN00142884,9035,776,15:53.9,2,86,3,0,1,premium,313.1132611,28.29488949,27.30997122,0,614,836,retail,0.075248765,32.42121178,32.24486619,315.62,26.96815685,31.06527203,395.48,1,0,tablet_ios,atm,0,0,0,f953c515e725,3,8,18,112309.4336,331.6891753,0.9487,-1,0,2,0,legit,0.0
TXN00199808,4037,1624,21:01.8,21,119,1,0,0,dormant,177.1878962,26.31349378,35.30871524,0,706,779,food,0.087158232,25.87366541,35.16757602,151.3,27.14708338,37.78767465,263.44,0,0,mobile_android,pos,0,0,0,29c0307dcfec,1,3,25,261749.5598,143.8379381,1.0446,-1,0,9,0,legit,0.0
TXN00119536,8035,577,24:17.5,3,72,3,0,1,new,134.3453504,26.44766118,35.9399676,0,644,116,retail,0.16260609,32.79917182,24.62431441,92.66,25.07293951,37.05175392,188.4,0,1,desktop_firefox,atm,0,0,0,9d68d8290172,1,3,20,486727.5424,149.0281942,0.6176,-1,0,3,0,legit,0.0
TXN00028835,2571,1052,41:02.5,6,18,5,1,0,regular,158.7503937,30.70598993,28.53749038,0,599,304,travel,0.160301166,21.71308578,24.81272743,71.57,31.21243753,30.11532985,160.74,0,0,desktop_firefox,atm,1,0,0,10af23b0d2ed,0,5,19,2010260.81,142.3970983,0.4991,1,0,4,0,legit,0.0
TXN00187489,5889,887,15:00.4,13,112,1,0,0,regular,205.2300366,22.34574706,36.32247318,0,657,3469,travel,0.223137394,24.73901329,26.5353881,70.54,19.74949336,34.50531563,343.3,1,0,desktop_chrome,pos,0,0,0,5d13f94f17ea,1,7,18,34260.00585,166.6492156,0.4208,-1,0,4,0,legit,0.0
TXN00009695,8690,1559,50:09.4,18,6,0,0,0,premium,177.9371425,30.95652846,36.93907566,0,605,83,grocery,0.177493842,24.77887649,37.40157246,173.91,31.4478587,34.25497659,261.25,0,0,unknown,online,0,0,0,8cb5f0d0aaf1,1,4,15,395210.7598,145.5305286,1.1869,-1,0,6,0,legit,0.0
TXN00029988,7281,1405,07:29.6,22,18,5,1,0,regular,833.0779179,30.90775451,30.40913648,0,724,1937,luxury,0.313859437,34.00543367,31.34604268,2610.93,32.35421122,33.12971277,304.81,1,0,tablet_android,pos,0,0,0,089717bda017,2,4,18,19949.35077,778.5663406,3.3492,-1,0,2,0,legit,0.0
TXN00009936,10182,1750,29:58.1,22,6,0,0,0,premium,262.4887796,27.12148267,28.33884616,0,800,1055,electronics,0.341839287,30.85939424,24.20238185,109.65,25.62106418,30.21711804,249.34,0,0,mobile_android,pos,0,0,0,7f6b14562523,3,4,15,1451817.65,267.8030292,0.4079,-1,0,7,0,legit,0.0
TXN00142230,10826,879,57:04.7,16,85,2,0,0,regular,426.5533915,22.8116977,26.09277982,0,572,3920,retail,0.057690503,20.30700898,30.96171085,591.24,25.69987658,28.28460881,391.24,1,0,tablet_android,in_app,0,0,0,5149bcd21ec2,1,7,15,207764.9705,505.9694089,1.1662,-1,0,1,0,legit,0.0
TXN00150480,8968,1134,11:36.9,13,90,0,0,0,regular,744.0480206,22.11771813,30.33198014,0,739,2896,grocery,0.104402606,32.04428369,36.01712889,1062.33,22.12667559,32.77241626,250.96,0,0,desktop_firefox,online,0,0,0,d759102e012a,2,3,13,99999.0,836.3428498,1.2687,-1,0,2,0,legit,0.0
TXN00110633,1596,555,42:49.5,19,66,4,0,0,regular,310.3906991,23.04520134,30.20870533,0,631,2532,retail,0.066038724,33.93038631,26.96873971,388.27,24.10822947,28.68983629,194.91,0,0,desktop_chrome,online,0,0,0,0d5fd75b4079,2,2,20,198219.6822,254.8788331,1.5174,-1,0,2,0,legit,0.0
TXN00007200,7132,653,54:22.7,6,5,6,1,0,regular,828.5457552,25.78063458,29.59471449,0,670,624,electronics,0.329251449,22.95233465,28.89606797,972.31,24.67217351,31.86262191,257.92,0,0,mobile_ios,pos,0,0,0,74ae1d676d7c,1,7,20,783093.133,866.3083393,1.1211,-1,0,2,0,legit,0.0
TXN00152338,3639,1716,02:21.1,15,91,1,0,0,new,203.4081458,29.91862725,35.33073189,0,618,434,luxury,0.336470782,34.74300961,37.72837887,214.71,27.99611103,34.39374477,231.66,0,1,mobile_android,in_app,0,0,0,a32e69d9eed2,1,6,21,15086.94078,169.04866,1.2626,-1,0,0,0,legit,0.0
TXN00020786,2676,604,20:46.9,11,13,0,0,0,premium,242.135078,22.98740339,32.73430942,0,547,2530,electronics,0.233970418,26.43102452,32.83189361,165.48,20.9225445,32.85977348,229.56,0,0,mobile_android,online,0,0,0,fdf963d2f8be,1,4,27,267827.0523,228.7773313,0.7202,-1,0,2,0,legit,0.0
TXN00008841,4055,904,57:50.7,5,6,0,0,1,dormant,157.1725066,29.64778746,32.40666915,0,742,1117,crypto,0.602592162,20.12045372,30.31576032,163.82,32.97849699,31.07313387,391.45,1,0,mobile_android,pos,0,0,0,25783ce3a81c,3,4,14,2751670.367,188.5132446,0.8644,-1,1,8,0,legit,0.0
TXN00101207,7584,1775,15:28.9,5,61,6,1,1,regular,218.8869001,29.63506709,34.73229107,0,678,2450,food,0.130976898,25.35296203,30.3488397,489.02,27.07246448,32.50520654,356.48,1,0,desktop_firefox,pos,0,0,0,a0d9b21a7de4,0,6,17,141106.5066,214.0384828,2.2741,13,0,6,0,legit,0.0
TXN00080712,7349,900,31:21.6,4,49,1,0,1,new,672.0270172,24.70069684,30.14516906,0,652,1810,travel,0.160854454,32.89084503,32.71066171,460.45,22.60290047,30.78337566,241.59,0,0,tablet_android,online,0,0,0,1108fe3a463b,0,5,17,971181.6055,702.4439565,0.6546,-1,0,3,0,legit,0.0
